Rank	Name	RegType	Chrom	Start	End	Strand	ScorePerCodon	NumCodons	Bls	AntiScorePerCodon	ScoreDiff	Parent	SvmScore	SvmAntisenseScore
1634	chr17:75779334-75779369+	NoOverlap	chr17	75779334	75779369	+	10.1320083333	12	0.7913	6.12778333333	4.004225	NA	0.0636944470555	0.481837691776
1635	chr17:48578359-48578418+	NoOverlap	chr17	48578359	48578418	+	0.86005	20	0.9885	-0.83407	1.69412	NA	0.0632697701148	0.468395323369
1636	chr17:65137398-65137430+	NoOverlap	chr17	65137398	65137430	+	10.4761727273	11	0.7062	-0.278636363636	10.7548090909	NA	0.062747532442	0.846200059716
1637	chr17:47695030-47695071+	NoOverlap	chr17	47695030	47695071	+	2.90138571429	14	0.9662	-5.64264285714	8.54402857143	NA	0.0626445097417	0.786543580675
1638	chr17:39247483-39247536+	NoOverlap	chr17	39247483	39247536	+	5.76196666667	18	0.7695	-1.15624444444	6.91821111111	NA	0.0624606847019	0.733350865089
1639	chr17:78079442-78079480+	NoOverlap	chr17	78079442	78079480	+	6.50407692308	13	0.9244	1.97387692308	4.5302	NA	0.0624447459841	0.549460365778
1640	chr17:44438548-44438604+	NoOverlap	chr17	44438548	44438604	+	0.645394736842	19	0.9954	-2.0855	2.73089473684	NA	0.062264993872	0.519855792224
1641	chr17:32048566-32048595+	NoOverlap	chr17	32048566	32048595	+	10.40574	10	0.6992	-8.46451	18.87025	NA	0.0622345973158	1.05597698957
1642	chr17:36936619-36936645-	NoOverlap	chr17	36936619	36936645	-	9.49221111111	9	0.9077	1.92692222222	7.56528888889	NA	0.0619909245253	0.669012143603
1643	chr17:40062866-40063006-	NoOverlap	chr17	40062866	40063006	-	1.03919574468	47	0.4513	0.429270212766	0.609925531915	NA	0.0619407015879	0.559971845595
1644	chr17:81712258-81712329-	NoOverlap	chr17	81712258	81712329	-	4.19772916667	24	0.6828	-0.417933333333	4.6156625	NA	0.0618758884523	0.649946537721
1645	chr17:46193428-46193481+	NoOverlap	chr17	46193428	46193481	+	3.23766666667	18	0.4113	3.67971666667	-0.44205	NA	0.0617660226413	0.320603806618
1646	chr17:81395458-81395520+	NoOverlap	chr17	81395458	81395520	+	3.72260952381	21	0.9024	3.14066190476	0.581947619048	NA	0.0616739716072	0.39036997327
1647	chr17:47693966-47694031-	NoOverlap	chr17	47693966	47694031	-	3.32879545455	22	0.4256	0.9056	2.42319545455	NA	0.0616193094398	0.508096419124
1648	chr17:1268477-1268512-	NoOverlap	chr17	1268477	1268512	-	10.6274166667	12	0.5599	-0.568325	11.1957416667	NA	0.0615973660113	0.874673769586
1649	chr17:38365307-38365369-	NoOverlap	chr17	38365307	38365369	-	-0.0888476190476	21	1.0	-1.44813809524	1.35929047619	NA	0.0615727262734	0.462190187858
1650	chr17:51219449-51219478+	NoOverlap	chr17	51219449	51219478	+	5.48624	10	0.9969	2.58039	2.90585	NA	0.0611624216626	0.438800777276
1651	chr17:79813578-79813655+	NoOverlap	chr17	79813578	79813655	+	6.54169230769	26	0.5404	4.30465	2.23704230769	NA	0.0609844551389	0.503850573383
1652	chr17:62065205-62065300-	NoOverlap	chr17	62065205	62065300	-	0.5907875	32	0.4235	1.0006875	-0.4099	NA	0.0608506041929	0.423051586214
1653	chr17:32487060-32487146+	NoOverlap	chr17	32487060	32487146	+	2.85973793103	29	0.4407	0.232717241379	2.62702068966	NA	0.0607670476751	0.568372783826
1654	chr17:61443516-61443566-	NoOverlap	chr17	61443516	61443566	-	1.8319	17	0.9929	-0.322194117647	2.15409411765	NA	0.0603513777529	0.469227788967
1655	chr17:62065206-62065301-	Extension	chr17	62065206	62065301	-	-0.296021875	32	0.4188	0.930784375	-1.22680625	chr17:62065125-62065301-	0.0603258539642	0.387506672495
1656	chr17:47693973-47694023+	NoOverlap	chr17	47693973	47694023	+	3.68527647059	17	0.4144	3.00685882353	0.678417647059	NA	0.0602268831064	0.372510109321
1657	chr17:50150983-50151066-	NoOverlap	chr17	50150983	50151066	-	2.98395357143	28	0.7267	1.87911785714	1.10483571429	NA	0.0601895692037	0.468998642187
1658	chr17:58417541-58417579+	NoOverlap	chr17	58417541	58417579	+	3.98437692308	13	0.9915	1.56675384615	2.41762307692	NA	0.0601433186892	0.443423650651
1659	chr17:69415031-69415069+	NoOverlap	chr17	69415031	69415069	+	3.34574615385	13	1.0	0.380792307692	2.96495384615	NA	0.0600985841984	0.478886915431
1660	chr17:67825387-67825506-	NoOverlap	chr17	67825387	67825506	-	2.4413375	40	0.5873	0.7243	1.7170375	NA	0.0600698634862	0.580168638571
1661	chr17:81095112-81095138-	NoOverlap	chr17	81095112	81095138	-	11.0128555556	9	0.879	5.66556666667	5.34728888889	NA	0.059972263801	0.52710927424
1662	chr17:50150824-50150904+	NoOverlap	chr17	50150824	50150904	+	3.17719259259	27	0.7279	1.47743703704	1.69975555556	NA	0.059970074461	0.497574017967
1663	chr17:50346116-50346154+	NoOverlap	chr17	50346116	50346154	+	9.96863076923	13	0.635	4.19076923077	5.77786153846	NA	0.0599291618504	0.599810172403
1664	chr17:62547779-62547808+	NoOverlap	chr17	62547779	62547808	+	11.9056	10	0.7949	9.10654	2.79906	NA	0.0596981851262	0.376739853544
1665	chr17:17782313-17782420-	NoOverlap	chr17	17782313	17782420	-	0.809213888889	36	0.7442	1.08155277778	-0.272338888889	NA	0.0593804657401	0.450897448212
1666	chr17:60133436-60133465-	NoOverlap	chr17	60133436	60133465	-	11.35518	10	0.5533	-1.95495	13.31013	NA	0.0592840740429	0.935573353462
1667	chr17:7573419-7573466+	NoOverlap	chr17	7573419	7573466	+	3.7016125	16	0.9468	-0.9010375	4.60265	NA	0.0591961848072	0.592090264417
1668	chr17:22529643-22529672+	NoOverlap	chr17	22529643	22529672	+	8.78788	10	0.7673	-12.59634	21.38422	NA	0.0590644108751	1.05535256092
1669	chr17:77958637-77958756-	NoOverlap	chr17	77958637	77958756	-	1.163855	40	0.6305	-1.2283275	2.3921825	NA	0.0590500796729	0.627515924004
1670	chr17:80476582-80476722+	NoOverlap	chr17	80476582	80476722	+	1.6463787234	47	0.58	0.771240425532	0.875138297872	NA	0.0590475840319	0.571255051034
1671	chr17:50609890-50609949-	NoOverlap	chr17	50609890	50609949	-	0.27182	20	1.0	-1.071475	1.343295	NA	0.0590473128558	0.453193861956
1672	chr17:2191956-2192009-	NoOverlap	chr17	2191956	2192009	-	0.924133333333	18	0.9997	-1.35225	2.27638333333	NA	0.0589802275925	0.487497842712
1673	chr17:61196712-61196744-	NoOverlap	chr17	61196712	61196744	-	4.28764545455	11	1.0	0.516981818182	3.77066363636	NA	0.0589694950598	0.504306681649
1674	chr17:6497057-6497083-	NoOverlap	chr17	6497057	6497083	-	5.22782222222	9	0.9889	-2.06203333333	7.28985555556	NA	0.0589644482207	0.679164357356
1675	chr17:32350086-32350112-	NoOverlap	chr17	32350086	32350112	-	7.90966666667	9	0.9267	-1.82395555556	9.73362222222	NA	0.0588985288671	0.793074626584
1676	chr17:20515403-20515429+	NoOverlap	chr17	20515403	20515429	+	6.4131	9	0.9266	-7.99364444444	14.4067444444	NA	0.0587622107788	0.973163700932
1677	chr17:78505431-78505457+	NoOverlap	chr17	78505431	78505457	+	10.8227222222	9	0.8148	-2.52272222222	13.3454444444	NA	0.0587342808399	0.930620823394
1678	chr17:50055720-50055752+	NoOverlap	chr17	50055720	50055752	+	10.277	11	0.754	1.67790909091	8.59909090909	NA	0.0587267487016	0.739629475142
1679	chr17:72058134-72058163+	NoOverlap	chr17	72058134	72058163	+	5.65407	10	0.9751	-0.55992	6.21399	NA	0.0586724727369	0.627076325739
1680	chr17:60525925-60525966-	NoOverlap	chr17	60525925	60525966	-	5.32734285714	14	0.8932	-4.50267142857	9.83001428571	NA	0.0586591263477	0.849212313453
1681	chr17:82520135-82520167-	NoOverlap	chr17	82520135	82520167	-	2.34927272727	11	0.3994	0.121381818182	2.22789090909	NA	0.0585025224675	0.432312299427
1682	chr17:4833261-4833293-	NoOverlap	chr17	4833261	4833293	-	5.89849090909	11	0.9106	-7.22806363636	13.1265545455	NA	0.0584871252234	0.952019704486
1683	chr17:38605706-38605849-	Extension	chr17	38605706	38605849	-	0.21304375	48	0.4509	-1.08684375	1.2998875	chr17:38605673-38605849-	0.0584603464201	0.610879122826
1684	chr17:49576790-49576843+	NoOverlap	chr17	49576790	49576843	+	5.81532777778	18	0.8544	4.13361666667	1.68171111111	NA	0.0583351844741	0.420048455186
1685	chr17:81166067-81166171-	NoOverlap	chr17	81166067	81166171	-	2.25808285714	35	0.4464	1.50906	0.749022857143	NA	0.058234700814	0.49376672404
1686	chr17:38453730-38453813+	NoOverlap	chr17	38453730	38453813	+	5.65101428571	28	0.5386	2.70889642857	2.94211785714	NA	0.0582265481535	0.567320387944
1687	chr17:81961223-81961309+	NoOverlap	chr17	81961223	81961309	+	1.87345517241	29	0.435	-0.465348275862	2.33880344828	NA	0.0579104475393	0.555731556319
1688	chr17:40322957-40322983-	NoOverlap	chr17	40322957	40322983	-	6.13434444444	9	1.0	4.03295555556	2.10138888889	NA	0.0575935213606	0.38036219205
1689	chr17:62065907-62065975+	NoOverlap	chr17	62065907	62065975	+	0.764591304348	23	0.9617	-0.233747826087	0.998339130435	NA	0.0575850058278	0.448706300372
1690	chr17:51046744-51046797-	NoOverlap	chr17	51046744	51046797	-	2.25485555556	18	0.982	1.75453333333	0.500322222222	NA	0.0574681574541	0.380824723843
1691	chr17:73645204-73645347-	NoOverlap	chr17	73645204	73645347	-	1.92247916667	48	0.5518	0.455647916667	1.46683125	NA	0.0574397160781	0.610247809652
1692	chr17:82601620-82601649+	NoOverlap	chr17	82601620	82601649	+	8.54009	10	0.8762	-2.78893	11.32902	NA	0.0574060082646	0.872580935157
1693	chr17:4674424-4674456-	NoOverlap	chr17	4674424	4674456	-	9.56102727273	11	0.5002	-1.91329090909	11.4743181818	NA	0.057287034576	0.883352526795
1694	chr17:38705503-38705688+	NoOverlap	chr17	38705503	38705688	+	0.764651612903	62	0.505	-0.428619354839	1.19327096774	NA	0.0571558109981	0.664931055837
1695	chr17:39410292-39410366+	NoOverlap	chr17	39410292	39410366	+	-1.534272	25	1.0	-1.872336	0.338064	NA	0.0571262734353	0.441682261574
1696	chr17:40070757-40070813-	NoOverlap	chr17	40070757	40070813	-	2.05734210526	19	0.9694	0.579352631579	1.47798947368	NA	0.0569943717306	0.442391721021
1697	chr17:78360218-78360256+	NoOverlap	chr17	78360218	78360256	+	3.57010769231	13	0.4261	-4.1768	7.74690769231	NA	0.0569894921864	0.739983037038
1698	chr17:74850419-74850445-	NoOverlap	chr17	74850419	74850445	-	11.1041111111	9	0.8388	2.21485555556	8.88925555556	NA	0.0568744908812	0.728581227001
1699	chr17:48593684-48593755+	Extension	chr17	48593684	48593755	+	-0.838291666667	24	1.0	-0.00241666666667	-0.835875	chr17:48593648-48593755+	0.0567915909666	0.371610491215
1700	chr17:29390265-29390303+	NoOverlap	chr17	29390265	29390303	+	4.04266153846	13	0.9756	-0.643176923077	4.68583846154	NA	0.0567854649552	0.572708699784
1701	chr17:8122058-8122084+	NoOverlap	chr17	8122058	8122084	+	7.79663333333	9	0.9298	-1.56448888889	9.36112222222	NA	0.0567767740667	0.775312527727
1702	chr17:47682430-47682501+	NoOverlap	chr17	47682430	47682501	+	-0.0248833333333	24	0.9784	0.1522375	-0.177120833333	NA	0.0567535367817	0.397483687365
1703	chr17:62478986-62479147-	NoOverlap	chr17	62478986	62479147	-	0.0646166666667	54	0.4613	-1.23516296296	1.29977962963	NA	0.0566180772704	0.640827572608
1704	chr17:44193788-44193814+	NoOverlap	chr17	44193788	44193814	+	6.6396	9	0.9613	-1.07516666667	7.71476666667	NA	0.0561915493715	0.695702107587
1705	chr17:38256796-38256840+	NoOverlap	chr17	38256796	38256840	+	6.22449333333	15	0.4453	0.629106666667	5.59538666667	NA	0.055997945014	0.63060269287
1706	chr17:49700244-49700294+	NoOverlap	chr17	49700244	49700294	+	2.10841176471	17	0.9885	0.641329411765	1.46708235294	NA	0.0556525106917	0.429290404993
1707	chr17:32265936-32265971-	NoOverlap	chr17	32265936	32265971	-	6.29903333333	12	0.4239	5.356075	0.942958333333	NA	0.0556479325846	0.333528276818
1708	chr17:61178389-61178415-	NoOverlap	chr17	61178389	61178415	-	5.47474444444	9	1.0	1.4999	3.97484444444	NA	0.0555727345258	0.492727803184
1709	chr17:39405129-39405155-	NoOverlap	chr17	39405129	39405155	-	3.58034444444	9	0.998	-6.4551	10.0354444444	NA	0.055544372644	0.813297063603
1710	chr17:2594059-2594151+	NoOverlap	chr17	2594059	2594151	+	1.33989354839	31	0.758	-1.03401935484	2.37391290323	NA	0.055011842606	0.572609511131
1711	chr17:45598432-45598491-	NoOverlap	chr17	45598432	45598491	-	6.466795	20	0.4871	-0.11437	6.581165	NA	0.0550104709873	0.728076490241
1712	chr17:44218753-44218830+	NoOverlap	chr17	44218753	44218830	+	4.67179230769	26	0.6099	1.54737307692	3.12441923077	NA	0.0548968168757	0.570514759465
1713	chr17:50534635-50534664-	NoOverlap	chr17	50534635	50534664	-	7.36047	10	0.8677	-8.87837	16.23884	NA	0.0548747094247	1.02298790589
1714	chr17:8122310-8122360-	NoOverlap	chr17	8122310	8122360	-	2.52282352941	17	0.9713	-0.248129411765	2.77095294118	NA	0.0546816351643	0.499764838897
1715	chr17:67929030-67929098-	NoOverlap	chr17	67929030	67929098	-	-0.0528913043478	23	0.9792	-1.0812173913	1.02832608696	NA	0.0545446229514	0.455953085969
1716	chr17:78360204-78360275+	NoOverlap	chr17	78360204	78360275	+	2.88565833333	24	0.4331	1.51020833333	1.37545	NA	0.0544031370298	0.461423976057
1717	chr17:47821774-47821815+	NoOverlap	chr17	47821774	47821815	+	3.7152	14	0.9917	3.03553571429	0.679664285714	NA	0.0543448733935	0.354807820082
1718	chr17:44121067-44121102+	NoOverlap	chr17	44121067	44121102	+	5.19173333333	12	0.9617	0.168741666667	5.02299166667	NA	0.0542743483902	0.578321446922
1719	chr17:8629722-8629793-	NoOverlap	chr17	8629722	8629793	-	2.91570833333	24	0.8163	-0.9169375	3.83264583333	NA	0.054167035631	0.6074667107
1720	chr17:7887477-7887530-	NoOverlap	chr17	7887477	7887530	-	1.77830555556	18	0.9784	-0.653277777778	2.43158333333	NA	0.0539342072758	0.491344461793
1721	chr17:79796788-79796874+	NoOverlap	chr17	79796788	79796874	+	0.377568965517	29	0.8575	-3.76686206897	4.14443103448	NA	0.0538908437458	0.663224222216
1722	chr17:45222067-45222123-	Extension	chr17	45222067	45222123	-	6.01741578947	19	0.7555	4.38954210526	1.62787368421	chr17:45222067-45222156-	0.0535486590001	0.422025813952
1723	chr17:2055141-2055221-	NoOverlap	chr17	2055141	2055221	-	1.99327407407	27	0.8377	0.401692592593	1.59158148148	NA	0.053463549831	0.498485200312
1724	chr17:48123328-48123372-	NoOverlap	chr17	48123328	48123372	-	3.20696	15	0.9961	3.6107	-0.40374	NA	0.0534468882373	0.307275592545
1725	chr17:44219049-44219195-	NoOverlap	chr17	44219049	44219195	-	0.784704081633	49	0.4727	-1.42900408163	2.21370816327	NA	0.0534345669646	0.665852299847
1726	chr17:2055098-2055187-	NoOverlap	chr17	2055098	2055187	-	0.74292	30	0.8448	-1.31603666667	2.05895666667	NA	0.0533694457786	0.550796914231
1727	chr17:47703289-47703318+	NoOverlap	chr17	47703289	47703318	+	5.00629	10	0.9904	0.15931	4.84698	NA	0.0531034216351	0.553443339791
1728	chr17:79797268-79797336+	NoOverlap	chr17	79797268	79797336	+	3.09209565217	23	0.8171	-1.63253913043	4.72463478261	NA	0.0530741358707	0.65231790732
1729	chr17:77660673-77660705-	NoOverlap	chr17	77660673	77660705	-	8.05663636364	11	0.8373	-5.24235454545	13.2989909091	NA	0.0529480579434	0.957347659938
1730	chr17:42121349-42121384+	NoOverlap	chr17	42121349	42121384	+	3.06769166667	12	0.9786	-5.810525	8.87821666667	NA	0.0529120984115	0.786070222153
1731	chr17:78105244-78105273-	NoOverlap	chr17	78105244	78105273	-	5.17754	10	0.9494	-6.26656	11.4441	NA	0.0527245427919	0.882670560496
1732	chr17:50352685-50352717-	NoOverlap	chr17	50352685	50352717	-	6.52369090909	11	0.4333	2.18616363636	4.33752727273	NA	0.0526433055613	0.521736947044
1733	chr17:56593351-56593512-	NoOverlap	chr17	56593351	56593512	-	1.22455	54	0.5307	-0.0449462962963	1.2694962963	NA	0.0524440909003	0.631890208903
1734	chr17:45949188-45949223+	NoOverlap	chr17	45949188	45949223	+	6.8022	12	0.4393	2.57659166667	4.22560833333	NA	0.0523868654842	0.52116570373
1735	chr17:36657879-36657908-	NoOverlap	chr17	36657879	36657908	-	11.11821	10	0.4884	6.35175	4.76646	NA	0.0522428968839	0.501106617464
1736	chr17:72219877-72219921+	NoOverlap	chr17	72219877	72219921	+	4.71727333333	15	0.9383	1.27887333333	3.4384	NA	0.0520697251351	0.511534505703
1737	chr17:69415042-69415077-	NoOverlap	chr17	69415042	69415077	-	3.54399166667	12	1.0	0.117858333333	3.42613333333	NA	0.0520637302989	0.496700050829
1738	chr17:51209204-51209242+	NoOverlap	chr17	51209204	51209242	+	3.40220769231	13	0.9929	0.159807692308	3.2424	NA	0.051859505666	0.494184446968
1739	chr17:42477628-42477684+	NoOverlap	chr17	42477628	42477684	+	0.586468421053	19	1.0	-0.431078947368	1.01754736842	NA	0.0516443757256	0.427885973152
1740	chr17:5282614-5282658-	NoOverlap	chr17	5282614	5282658	-	5.57102	15	0.4333	4.13956666667	1.43145333333	NA	0.0516429874837	0.387227255232
1741	chr17:82052220-82052255+	Extension	chr17	82052220	82052255	+	1.0917	12	0.4043	-1.021	2.1127	chr17:82052220-82052351+	0.0516258749989	0.441207531445
1742	chr17:49576786-49576842-	NoOverlap	chr17	49576786	49576842	-	5.15347368421	19	0.8541	3.69116842105	1.46230526316	NA	0.0516003915105	0.418512842038
1743	chr17:30710113-30710223-	NoOverlap	chr17	30710113	30710223	-	1.63687567568	37	0.4575	-0.302462162162	1.93933783784	NA	0.0513974792426	0.581216012832
1744	chr17:58005873-58005938+	NoOverlap	chr17	58005873	58005938	+	0.403622727273	22	0.9827	0.457495454545	-0.0538727272727	NA	0.0512942612425	0.389377805774
1745	chr17:51260093-51260122+	NoOverlap	chr17	51260093	51260122	+	5.50684	10	0.9518	-4.40301	9.90985	NA	0.0512823416396	0.817702438653
1746	chr17:52157910-52157945+	NoOverlap	chr17	52157910	52157945	+	4.8656	12	0.967	-0.0581083333333	4.92370833333	NA	0.0512675503681	0.574390943015
1747	chr17:32265898-32265966+	NoOverlap	chr17	32265898	32265966	+	3.59626086957	23	0.4402	2.21238695652	1.38387391304	NA	0.0512507292671	0.450732486195
1748	chr17:39980838-39980873-	NoOverlap	chr17	39980838	39980873	-	3.42389166667	12	0.9591	-7.34861666667	10.7725083333	NA	0.051123978929	0.868833838698
1749	chr17:69414850-69414897+	NoOverlap	chr17	69414850	69414897	+	1.72489375	16	0.9994	-0.38719375	2.1120875	NA	0.0511165460902	0.461333466144
1750	chr17:65056815-65056886+	NoOverlap	chr17	65056815	65056886	+	4.36607916667	24	0.451	3.0961875	1.26989166667	NA	0.0509952518359	0.444633802948
1751	chr17:29390532-29390627+	NoOverlap	chr17	29390532	29390627	+	1.222578125	32	0.7599	0.33063125	0.891946875	NA	0.0509003434411	0.492335789414
1752	chr17:72219838-72219885-	NoOverlap	chr17	72219838	72219885	-	4.3561125	16	0.9268	0.31884375	4.03726875	NA	0.050644533453	0.55620789275
1753	chr17:47531278-47531463+	NoOverlap	chr17	47531278	47531463	+	0.05665	62	0.5625	0.442759677419	-0.386109677419	NA	0.050565894906	0.583045821894
1754	chr17:33292031-33292183-	NoOverlap	chr17	33292031	33292183	-	0.601243137255	51	0.4698	0.0240960784314	0.577147058824	NA	0.0505274984163	0.581573770827
1755	chr17:35670842-35670901-	NoOverlap	chr17	35670842	35670901	-	1.14245	20	0.9736	-0.654965	1.797415	NA	0.0505007619499	0.472338794385
1756	chr17:44212290-44212343-	Extension	chr17	44212290	44212343	-	1.03896111111	18	0.9807	-3.22257777778	4.26153888889	chr17:44212290-44212487-	0.0504703869354	0.595177535959
1757	chr17:1933628-1933660-	NoOverlap	chr17	1933628	1933660	-	7.55520909091	11	0.8894	-1.64176363636	9.19697272727	NA	0.0504199843997	0.78699079584
1758	chr17:74432028-74432063+	NoOverlap	chr17	74432028	74432063	+	7.26978333333	12	0.9014	1.41615	5.85363333333	NA	0.0503453886506	0.614252682076
1759	chr17:81961377-81961451+	NoOverlap	chr17	81961377	81961451	+	1.760152	25	0.433	0.06056	1.699592	NA	0.0502133894989	0.493888560446
1760	chr17:732556-732591+	NoOverlap	chr17	732556	732591	+	8.916125	12	0.5944	-4.367675	13.2838	NA	0.0501365052063	0.963372791433
1761	chr17:78723648-78723677-	NoOverlap	chr17	78723648	78723677	-	9.62794	10	0.845	0.43544	9.1925	NA	0.0500979754306	0.765593877123
1762	chr17:44219131-44219196+	NoOverlap	chr17	44219131	44219196	+	4.05890909091	22	0.4534	-0.292918181818	4.35182727273	NA	0.0499135953702	0.620244131607
1763	chr17:39595419-39595469-	NoOverlap	chr17	39595419	39595469	-	1.79975882353	17	0.9926	0.597470588235	1.20228823529	NA	0.0497535999834	0.41709362146
1764	chr17:18225544-18225681-	Extension	chr17	18225544	18225681	-	2.2383673913	46	0.5159	1.28511086957	0.953256521739	chr17:18225544-18225756-	0.0497275093538	0.566431311818
1765	chr17:46192927-46193058-	NoOverlap	chr17	46192927	46193058	-	1.80891590909	44	0.4735	1.62864545455	0.180270454545	NA	0.0496810752959	0.512286467376
1766	chr17:29292680-29292853-	NoOverlap	chr17	29292680	29292853	-	0.723951724138	58	0.5272	-0.118160344828	0.842112068966	NA	0.0496731356595	0.628622772681
1767	chr17:77645299-77645355-	NoOverlap	chr17	77645299	77645355	-	4.07541578947	19	0.8848	0.684789473684	3.39062631579	NA	0.0495940107614	0.541173756536
1768	chr17:7887665-7887691+	NoOverlap	chr17	7887665	7887691	+	6.03223333333	9	0.9233	-8.97098888889	15.0032222222	NA	0.0495416193653	0.986992938954
1769	chr17:17042798-17042848+	Extension	chr17	17042798	17042848	+	2.63326470588	17	0.4222	0.918464705882	1.7148	chr17:17042798-17042992+	0.0493195015045	0.439273113793
